exp,smiles,mol_id
3.34,COc1ccc(cc1)c2csc(n2)N(CCCN3CCOCC3)C(=O)c4occc4,CHEMBL1624252
3.53,O=C1CCCc2nc(ccc12)C#Cc3ccccc3,CHEMBL252956
3.65,C(CCNc1cc(nc2ccccc12)c3ccccc3)CNc4cc(nc5ccccc45)c6ccccc6,CHEMBL530184
3.99,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](CO)[C@@H](O)[C@H]5O)c4n1,CHEMBL250687
1.19,NC(=O)c1cccc(C[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,CHEMBL1223952
3.41,OC(CN1CCCCC1)(C(=O)c2ccccc2)c3ccccc3,CHEMBL1896037
0.86,CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)cc1,CHEMBL1807824
2.6,CN1CCN(CC1)S(=O)(=O)c2ccc(c(C)c2)c3cnc(N)c(n3)C(=O)Nc4cccnc4,CHEMBL2182002
2.15,C[C@H](O)C(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc(C)n4C(C)C)cc2,CHEMBL515311
2.44,CN(C)c1nc(nc(n1)N(C)C)N(C)C,CHEMBL1455
3.2,COC(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,CHEMBL2005730
1.35,OC1=NC(=O)CN1N=Cc2oc(cc2)c3ccc(cc3)[N+](=O)[O-],CHEMBL1741132
1.3,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCCC4)c5ccc(Cl)cc5,CHEMBL2325994
1.86,O=C(CS(=O)(=O)c1ccccc1)c2ccccc2,CHEMBL379738
1.79,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)cc4C,CHEMBL2171048
4.21,COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,CHEMBL341226
2.5,O=C(Cc1ccccc1)Nc2nccs2,CHEMBL227897
3.94,O=C(Nc1cccc2cccnc12)[C@@H]3CC[C@H](CC3)N4C(=O)[C@@H]5[C@@H]6CC[C@@H](C6)[C@@H]5C4=O,CHEMBL1956163
3.9,O=C(Cc1cccc2ccccc12)Nc3ccccc3,CHEMBL1875368
-0.84,CNC1(C)C2CCC(C2)C1(C)C,CHEMBL267936
0.31,N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3cc(F)c(F)cc3F,CHEMBL1422
3.46,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],CHEMBL806
1.73,C[C@H](CO)Nc1nc(SCc2csc(C)n2)nc3nc(N)sc13,CHEMBL390191
3.23,COc1cc(cc(OC)c1OC)C(=O)N2CC[C@@](CCN3CCC(CC3)(C(=O)N)c4ccccc4)(C2)c5ccc(Cl)c(Cl)c5,CHEMBL330366
2.81,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5cscn5)c3)c12)C(=O)N6CCOCC6,CHEMBL404327
0.54,O=S(=O)(Nc1cccnc1)c2cccs2,CHEMBL225510
3.22,Brc1ccc(cc1)C(=O)Cn2cnc3ccccc23,CHEMBL1707308
4.09,CCCc1nc2c(N)nc3ccccc3c2s1,CHEMBL512901
0.78,OC(=O)C1Cc2c([nH]c3ccccc23)C(N1)c4ccccc4,CHEMBL442956
2.36,COc1cc(CNc2nc3ccccc3[nH]2)cc(OC)c1OC,CHEMBL1624560
2.96,OC1=C(C(=O)Nc2cc(Cl)ccc12)c3cccc(Oc4ccccc4)c3,CHEMBL31741
4.2,CCn1c2ccccc2c3cc(NC(=O)C(C)C)ccc13,CHEMBL1547746
3.6,COc1ccc(CNC(=O)N(CC=C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1,CHEMBL181858
2.9,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@@H]4CCCN(C)C4,CHEMBL1907763
2.6,CN(c1cccc(CO)c1)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,CHEMBL1762528
1.73,C[C@H](CO)Nc1nc(SCc2csc(C)n2)nc3NC(=O)Sc13,CHEMBL402728
1.24,Cn1nnc(n1)c2ccc(cn2)c3ccc(cc3F)N4C[C@H](COc5ccon5)OC4=O,CHEMBL1760962
2.83,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4OCOc34)n2)c1,CHEMBL1270569
1.97,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)cc4F,CHEMBL1288102
3.3,CCN(C(=O)c1oc(cc1)c2ccc(Cl)cc2)c3ccc(cc3)N4CCNCC4,CHEMBL2017459
2.9,O=C(CCN1CCCCC1)Nc2ccc(C3=CC=CN4C(=O)C=C(N=C34)N5CCOCC5)c6sc7ccccc7c26,CHEMBL1630130
2.17,Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)c3occc3,CHEMBL1560812
3.6,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccncc3F)cn2,CHEMBL2086679
3.7,Cc1ccc(CN2C(=O)CCSc3ccc(Cl)cc23)cc1,CHEMBL1586839
1.88,CC(C)C(NC(=O)CN1C(=O)c2nc(O)nc(O)c2C=C1c3ccccc3)C(=O)C(F)(F)F,CHEMBL13863
1.11,NC(=O)c1cccc(C[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,CHEMBL1223953
1.07,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c(C)n[nH]c3C)c2C(=O)N4C[C@H](O)CO4,CHEMBL375166
3.29,O=C1N(C(=Nc2c1cnn2c3ccccc3)c4occc4)c5ccccc5,CHEMBL1442709
3.51,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)C4=CNC(=O)c5ccccc45)cc1Cl,CHEMBL2171020
0.87,COc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,CHEMBL1824044
2.37,Nc1ncnc2c1nc(Sc3nc4cccc(Cl)c4s3)n2CCO,CHEMBL209522
3.6,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(c4)N5CCOCC5)ccc3C)c2cc1OC,CHEMBL184052
2.18,Cc1ccccc1C(=O)N2CCN(CC2)c3ccccn3,CHEMBL1448915
2.6,OC(=O)[C@H](Cc1ccc(F)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)cc4Cl)CC2,CHEMBL2158779
2.14,COc1ccc(c(OC)c1)c2cncc(CNC3CCCC3)n2,CHEMBL1779001
4.09,COC1CCN(CC1)C(=O)C2CCN(CCc3c([nH]c4sc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7)CC2,CHEMBL250389
1.94,C1NCC(CC=C1)c2oc3ccccc3c2,CHEMBL2326690
3.48,O[C@H](CNC(=O)C1=CC(=O)Nc2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,CHEMBL2208434
2.63,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1C(C)C)NC(=O)OCc2ccccc2)C(=O)C(F)(F)F,CHEMBL11334
2.35,CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(CCOC)CC2)c3cccc(NC(=O)C4CC4)c3,CHEMBL1939743
1.9,CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,CHEMBL71044
0.16,Cc1nc2ncnn2c(O)c1CCOC(=O)c3c(F)cccc3F,CHEMBL1600648
2.08,COc1ccc(F)c(F)c1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N,CHEMBL384304
1.01,NC(=O)c1cccc(N[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,CHEMBL1224065
4.0,Clc1ccc(cc1)c2cn3ccccc3n2,CHEMBL1526499
1.0,CCN1C(=O)NC(C1=O)c2ccccc2,CHEMBL1095
1.8,CN1CCC(CC1)Oc2nccc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)n2,CHEMBL185315
3.69,Nc1nc(NCc2ccccc2)nc3c1nc(O)n3Cc4ccccc4,CHEMBL380936
1.44,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1951912
1.7,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@H](CC(=O)O)CC3)c(Cl)c2,CHEMBL2178946
3.6,FC(F)(F)c1cc(CO[C@H]2CCCN[C@H]2c3ccccc3)cc(c1)C(F)(F)F,CHEMBL27006
2.47,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c3ccccc3)C(=O)O)cc1)c4oc5ccccc5n4,CHEMBL423026
3.4,Cc1cccc(c1)C(=O)N2CCC(CC2)C(=O)c3ccc(F)cc3,CHEMBL1164070
1.95,Clc1ccc(cc1Cl)[C@@H]2CNCC=CC2,CHEMBL2321999
1.17,COC(=O)c1ccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)cc1,CHEMBL226959
1.25,CCN(CC)c1ncnc2c1ncn2Cc3c(Cl)cccc3Cl,CHEMBL1528704
2.3,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6CNCC(C5)O6,CHEMBL1809058
-0.4,CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O,CHEMBL171951
2.99,CNc1ccc2ncc(c3cccc(O)c3)n2n1,CHEMBL1240590
2.1,CC(=O)Nc1cccc(Nc2nc(NC3CC3)n4ncc(C#N)c4n2)c1,CHEMBL398149
1.03,CN1CCN(CC1)C(=O)c2cc(CC3=NNC(=O)c4ccccc34)ccc2F,CHEMBL521815
2.89,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)cnc13,CHEMBL271703
2.58,OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4c3n2)c5c(F)cccc5F)cc1,CHEMBL259084
2.62,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O,CHEMBL1643194
2.14,CCO\N=C(\C1CCN(CC1)C2(C)CCN(CC2)C(=O)c3c(C)cc[n+]([O-])c3C)/c4ccc(Br)cc4,CHEMBL78535
1.74,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)N)C(=O)C(F)(F)F,CHEMBL13923
3.7,CCOc1ccc(cc1)N2C(=O)c3cccnc3N=C2[C@@H](C)N(Cc4cccnc4)C(=O)Cc5ccc(OC(F)(F)F)cc5,CHEMBL397983
3.11,COc1cc2nc(Nc3ccc(cc3)[C@@H](C)NC(=O)C)ncc2cc1c4ccncc4,CHEMBL2335908
2.55,O=C(Nc1nccs1)[C@H](CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4,CHEMBL517534
3.0,Cc1cccc(NS(=O)(=O)c2cccc3nonc23)c1,CHEMBL1401353
3.02,CCOc1cc2nnc(C(=O)N)c(Nc3cc(C)ccc3F)c2cc1N4CCN(C)CC4,CHEMBL1683032
3.96,O=S(=O)(Nc1ccccc1c2ccccc2)c3ccccc3,CHEMBL1731705
2.48,CC1=C(C)C(=O)C(=C(C)C1=O)C(CCCCCC(=O)O)c2ccccc2,CHEMBL70972
3.14,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2)c1Cl,CHEMBL2207664
2.47,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ccc(N)nn4,CHEMBL2057336
3.07,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2cc(Cl)ccc12)c3ccccc3)c4ccccc4,CHEMBL1682962
3.04,Fc1ccc(cc1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)C5=CNC(=O)C=C5,CHEMBL554332
-0.45,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F,CHEMBL1778639
2.1,CC(N1NC(=O)C2=C(C1=O)C(=O)c3ccc(Cl)cc3N2)c4oc5ccccc5c4,CHEMBL226804
1.86,Cc1cc(CNc2nccc(Nc3cc(C)[nH]n3)n2)on1,CHEMBL2088098
2.81,CCCC(=O)Nc1ccc2c3ccccc3C(=O)C(=O)c2c1,CHEMBL51257
3.45,CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3,CHEMBL787
3.7,Clc1ccc(Nc2nnc(Cc3ccncc3)c4ccccc24)cc1,CHEMBL101253
0.88,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,CHEMBL1043
2.21,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,CHEMBL1294
1.6,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CCC(=O)O)CC3,CHEMBL2178941
0.3,NC(=O)Cc1ccccc1,CHEMBL347645
0.64,CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)[C@H](CC[C@]4(O)[C@@H]3CC[C@]2(O)C1)C5=CC(=O)OC5,CHEMBL1981679
3.58,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@H]4C(=O)N,CHEMBL207584
0.33,CC(C)NNC(=O)c1ccncc1,CHEMBL92401
2.42,NC(=O)Nc1sc(cc1C(=O)N)c2ccccc2,CHEMBL404609
3.22,Nc1ccc(N=Nc2ccccc2)c(N)n1,CHEMBL1625467
3.27,CCCSc1nc(NC)ccc1C(=O)N[C@@H]2C3CC4CC2C[C@@](O)(C4)C3,CHEMBL2158466
3.6,Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)C#N,CHEMBL186513
0.27,OC(=O)[C@H](Cc1ccc(cc1)C#CCCNc2ccccn2)NC(=O)c3c(Cl)cccc3Cl,CHEMBL2031157
3.3,O=C1CCOc2nc(ccc12)C#CC3CCCCC3,CHEMBL1682823
2.1,Cc1ccc(cc1)N2NC(=O)c3cccnc23,CHEMBL1319232
0.93,COc1ccc(cc1)C(=O)N2CCCC2=O,CHEMBL36994
1.17,CNCc1ccc(cc1)c2[nH]c3cc(F)cc4C(=O)NCCc2c34,CHEMBL1173055
1.41,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7[nH]c8[C@@H]9Oc%10c(O)ccc%11C[C@H]%12N(CC%13CC%13)CC[C@@]9(c%10%11)[C@@]%12(O)Cc8c7C[C@@]36O,CHEMBL573214
2.5,Clc1cccc2[nH]ncc12,CHEMBL246533
1.64,Brc1ccccc1NC(=O)Nc2ccc(C#N)c3[nH]nnc23,CHEMBL38182
1.97,Nc1ccc(Cl)c(c1)c2oc3cccnc3n2,CHEMBL1548889
1.91,C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc3ccc(Cl)cc3NC(=O)N,CHEMBL232656
2.8,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)c4ccncc4,CHEMBL182266
3.62,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C#N)n2,CHEMBL444194
2.39,O[C@@H]1CCN(C1)c2ccc3c(NC(=O)CNc4cccc(c4)C#N)c(Cl)ccc3n2,CHEMBL551984
1.42,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5CCOCc5s4,CHEMBL2071097
2.55,Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1C(=O)N4CCN(CC4)c5ccccn5,CHEMBL523058
3.57,Cc1ccc(cc1)C(=O)Oc2ccc(cc2OC(=O)c3ccc(C)cc3)C(O)CNC(C)(C)C,CHEMBL1201295
3.66,CCCCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C,CHEMBL413742
1.73,CCN(C1CCN(CCC(c2ccccc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL198150
0.25,C[C@H](NC(=O)c1c(C)nn(C2CCS(=O)(=O)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,CHEMBL1934419
2.26,COCCOc1nc(N)c2NC(=O)N(Cc3ccccc3)c2n1,CHEMBL210884
3.9,CC(C)N(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,CHEMBL1762548
3.4,NC(=O)c1cc(C(=O)N)n(n1)c2cccc(c2)c3cc(ccc3C(F)(F)F)C(F)(F)F,CHEMBL1631095
2.28,CS(=O)(=O)Nc1cc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)cc(c1)C(=O)N,CHEMBL498404
0.8,Oc1cc(cc(c1)C(F)(F)F)C(=O)Nc2cccc(c2)c3nnn[nH]3,CHEMBL2031561
0.7,N#Cc1cccc(c1)c2cccc(c2)c3nn[nH]n3,CHEMBL2089275
0.79,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3NC(=O)COc23)cc1,CHEMBL605846
2.2,NC1(CCC1)c2ccc(cc2)c3ncc4cnccc4c3c5ccccc5,CHEMBL2035029
1.7,Fc1ccccc1C(=O)Nc2c(cnn2c3ccccc3)C#N,CHEMBL1398535
1.9,CC1=CC(=O)Nc2ccccc12,CHEMBL424414
2.4,C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c5ccc(O)c(CO)c5,CHEMBL402501
0.95,Oc1ccc(cc1)c2ccc(cc2)C3(O)CN4CCC3CC4,CHEMBL100913
1.23,CNC(=O)c1snnc1c2ccccc2,CHEMBL1598315
1.77,CC(C)(C)NC(=O)Nc1cccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)c1,CHEMBL226780
2.91,CN1CCN(CC1)c2nc(NCCNc3ccc(cc3)[N+](=O)[O-])c4ccccc4n2,CHEMBL587004
-0.2,OC(=O)CSCC(=O)Nc1nc(cs1)c2ccc(F)cc2,CHEMBL2023265
-0.48,OC(=O)[C@H](Cc1ccc(OCCNc2ccccn2)cc1)NC(=O)c3c(Cl)cccc3Cl,CHEMBL2030813
2.8,CC(C)(C)OC(=O)N1CCC(CC1)c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2,CHEMBL2086658
3.0,CC(C)CN1C(=O)NC(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CCC4,CHEMBL1221510
3.17,Nc1ncnc2c1c(COc3cccc(Cl)c3)nn2C4CCOCC4,CHEMBL2069623
3.21,O=C(COCc1ccccc1)Nc2ccc3c(c2)C(=O)C(=O)c4ccccc34,CHEMBL53966
3.09,OCc1ccc2ccn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,CHEMBL2062578
-0.96,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,CHEMBL128
2.9,NC1(CCC1)c2ccc(cc2)c3c(ccc4ccnn34)c5ccccc5,CHEMBL2035032
3.0,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,CHEMBL2010836
1.37,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccoc3C(=O)N2Cc4ccccc4,CHEMBL1829422
2.04,COc1ccc(N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)C(=O)c3occc3C)c(OC)c1,CHEMBL513412
2.95,CCCc1c(O)c(ccc1OCc2cccc(NC(=O)Cc3ccccc3C(=O)O)c2)C(=O)C,CHEMBL167471
3.1,CC(C)OC(=O)N1CC2COCC(C1)C2Oc3ncnc(Oc4cccnc4C)c3C,CHEMBL1766082
3.15,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nccnc13,CHEMBL404057
1.3,NC(=O)c1cnc(c2ccc(cc2)C3(N)CCC3)c(c1)c4ccccc4,CHEMBL2035040
2.86,C[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Sc13,CHEMBL402986
0.77,NCC[C@@H](Oc1cc(Cl)c(F)cc1C#N)c2ccccc2,CHEMBL1789186
3.7,CN(c1ccnc(Nc2cc(OC3CCOCC3)cc(c2)N4CCOCC4)n1)c5cc(CO)ccc5C,CHEMBL1762543
3.37,CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,CHEMBL380947
3.83,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,CHEMBL117
1.37,CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2,CHEMBL2057371
2.2,O=C(Nc1ccccn1)c2ccccc2,CHEMBL377136
1.44,ON1C(=O)N(CC2COc3ccccc3O2)c4ccsc4C1=O,CHEMBL361546
3.92,S(c1ccccc1)c2ccc3ccccc3n2,CHEMBL1644331
1.1,FC(F)(F)c1cc(C(=O)Nc2cccc(c2)c3nnn[nH]3)c4nc[nH]c4c1,CHEMBL2031559
1.69,COC[C@H](C)Oc1cc(Oc2ccc(Cl)cc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,CHEMBL1778369
2.35,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccccc4,CHEMBL2172007
0.9,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1,CHEMBL2164748
2.21,COCCOCCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,CHEMBL452791
2.31,CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,CHEMBL36
1.64,C[C@@H](C(=O)NCCN1CCCC1)c2ccc(OS(=O)(=O)C(F)(F)F)cc2,CHEMBL190243
2.71,Nc1ccc(OCCc2ccccc2)cc1,CHEMBL1532611
1.67,OC(=O)CCc1ccc(OCc2cccc(Br)c2)cc1,CHEMBL1773254
3.3,Fc1cnc(NC(=O)C(CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4)s1,CHEMBL1164184
2.13,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)NC4CCN(C)CC4)ncc2F,CHEMBL507722
3.6,Oc1ccc2OC(=CC(=O)c2c1)c3ccccc3,CHEMBL138649
2.32,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccs2)NC(=O)OCC(F)(F)F)C(=O)C(F)(F)F,CHEMBL275455
1.53,ONC(=O)C1COC(=N1)c2ccc(F)c(c2)C(F)(F)F,CHEMBL321590
3.0,CCCc1c(O)c(ccc1OCCCOc2ccc3C(=O)C=C(Oc3c2CCC)C(=O)O)C(=O)C,CHEMBL123846
2.86,NS(=O)(=O)c1ccc(Nc2nccc(n2)c3ccccc3)cc1,CHEMBL1084863
0.2,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3ccccc13)C(C)C,CHEMBL1180725
3.3,CCN(CC)CCNc1ncnc2c1sc3nc(N4CCOCC4)c5CCCCc5c23,CHEMBL1389370
2.0,CC1CC(NC(=O)C)c2ccccc2N1C(=O)c3ccccc3,CHEMBL1079486
1.92,CCN(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,CHEMBL1800656
0.4,OCC(O)CN1CCN(CC1)c2ccccc2,CHEMBL151445
2.63,C[C@@H](CO)Oc1cc(Oc2ccc(cc2)S(=O)(=O)C)cc(c1)C(=O)Nc3nccs3,CHEMBL561652
2.49,COc1cc(OC)c(cc1NC(=O)Cc2ccnc(F)c2)S(=O)(=O)N3C(C)CCc4ccccc34,CHEMBL2207225
3.66,Cc1sc2ncnc(N3CCN(CC3)c4ncccn4)c2c1C,CHEMBL1313395
3.27,OC[C@H](O)CN1C(=O)[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,CHEMBL394527
2.6,Nc1n[nH]c2nnc(c3ccccc3)c(c4ccccc4)c12,CHEMBL260135
2.31,O[C@@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncc5)cc3,CHEMBL1796297
2.1,Oc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(F)c1,CHEMBL451496
2.8,C[C@H]1COCCN1c2cc(nc(n2)c3cccc4[nH]ccc34)C5(CC5)S(=O)(=O)C,CHEMBL2325696
3.01,Cc1ccc(C[C@H](N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)C(=O)O)cc1,CHEMBL2158774
2.48,COc1ccc(CC(=O)NC(N\C(=N\C#N)\Nc2ccccc2C)C(C)(C)C)cc1OC,CHEMBL255536
3.64,CN1CC(c2ccc(Cl)cc2)c3ccccc3C1,CHEMBL2206523
-1.31,OC(=O)CSc1c[nH]c2ccccc12,CHEMBL1892245
1.22,OC1=C(CC2=C(O)c3ccccc3OC2=O)C(=O)Oc4ccccc14,CHEMBL1466
3.49,C[C@@H](Oc1ccc(cc1C(=O)N2CCN(CC2)c3ncc(cc3F)C(F)(F)F)S(=O)(=O)C)C(F)(F)F,CHEMBL1169880
0.9,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCCCC2,CHEMBL2164672
-0.31,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3ccccc3Cl)C(=O)O)cc2)n1,CHEMBL2030798
1.98,Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,CHEMBL661
3.05,COCCC(=O)N[C@@H](C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,CHEMBL2335894
0.76,COc1ccc(cc1OC2CCCC2)[C@@]3(CC[C@H](CC3)C(=O)O)C#N,CHEMBL511115
2.46,CCOc1ccccc1c2ccc(cc2)c3nc4ccc(F)cc4c(C(=O)NCCOCCN)c3C,CHEMBL2335123
0.15,Cc1ccc(cc1c2cc(ccc2OCC(=O)O)C(F)(F)F)C#N,CHEMBL1777822
2.91,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,CHEMBL1236772
2.26,COCCNS(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)C(=O)Nc3cccnc3,CHEMBL2177159
0.87,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(C2)C(=O)c3ccccc3,CHEMBL1950729
2.6,Oc1c(NC(=O)Nc2cccc(F)c2Cl)ccc(Cl)c1S(=O)(=O)N3CCNCC3,CHEMBL2178579
0.53,CN1CCC(=CC1)c2cccc(O)c2,CHEMBL1194608
-0.84,OC(=O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,CHEMBL267744
1.7,COCC1=C(N2[C@H](SC1)[C@H](NC(=O)\C(=N/OC)\c3csc(N)n3)C2=O)C(=O)OC(C)OC(=O)OC(C)C,CHEMBL1201016
3.97,OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO,CHEMBL932
2.9,CS(=O)(=O)c1ccc(cc1)C(CCNC(=O)c2ccc(cc2)C#N)c3ccc(F)cc3,CHEMBL556716
1.13,Cc1cccc2c(CCNCc3cccc(CCNC[C@H](O)c4ccc(O)c5NC(=O)Sc45)c3)c[nH]c12,CHEMBL1945031
2.69,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(CO)c(Oc4cccc(Cl)c4)c3)C(=O)NC1=O,CHEMBL2331754
